,Title,Price,ASIN,Rating,Best Seller 1,Best Seller 2
0,Sony PlayStation 4 Pro 1TB Console - Black (PS4 Pro),$369.99,B07K14XKZH,"2,164 ratings
4.7 out of 5 stars","#1,891 in Video Games (See Top 100 in Video Games)",#9 in PlayStation 4 Consoles
